13,US,GA,,state,,iso1:us#iso2:us-ga,,10617423,0.049,other,12.3,0.24,1.05,0.1,,,,,,0.77,2,1,2,1,1,,1,1637739,29571,1263311,11262488,1570,20369,16900,1183,,2545,1957,223,,3080,17556895,6306488,5241795,2021-12-07,https://covidactnow.org/us/georgia-ga,0.594,0.494,34,12392835,2
15,US,HI,,state,,iso1:us#iso2:us-hi,,1415872,0.016,other,7.3,0.58,0.96,0.13,,,,,,0.61,1,0,1,1,1,,0,85413,1030,93117,2575684,300,2517,1934,51,,207,126,5,,83,2845210,1172265,873082,2021-12-07,https://covidactnow.org/us/hawaii-hi,0.828,0.617,0,2113253,2
19,US,IA,,state,,iso1:us#iso2:us-ia,,3155070,0.162,other,64.8,0.04,1.1,0.1,,,,,,0.83,3,2,3,2,1,,2,534623,7445,522188,4301148,403,7297,5074,728,,603,502,162,,4563,5371035,1988320,1803872,2021-12-07,https://covidactnow.org/us/iowa-ia,0.63,0.572,0,4276349,3
16,US,ID,,state,,iso1:us#iso2:us-id,,1787065,0.099,other,24.8,0.11,0.92,0.1,,,,,,0.76,2,1,2,1,1,,1,309343,3978,400937,2146294,250,3050,2157,282,,282,213,78,,445,,,,2021-12-07,https://covidactnow.org/us/idaho-id,,,7,,3
17,US,IL,,state,,iso1:us#iso2:us-il,,12671821,0.06,other,56.1,0.11,1.22,0.1,,,,,,0.71,3,1,3,1,2,,1,1859208,29619,1770456,30356594,3800,27519,20256,2717,,3184,2269,540,,18831,21789595,8855599,7899483,2021-12-07,https://covidactnow.org/us/illinois-il,0.699,0.623,98,18323339,3
18,US,IN,,state,,iso1:us#iso2:us-in,,6732219,0.174,other,71.3,0.07,1.2,0.1,,,,,,0.77,3,2,3,2,2,,1,1133959,17736,1174684,10370442,1600,17150,11616,2432,,2260,1732,622,,12390,10246880,3788601,3431437,2021-12-07,https://covidactnow.org/us/indiana-in,0.563,0.51,24,7952476,3
20,US,KS,,state,,iso1:us#iso2:us-ks,,2913314,0.15,other,61.3,0.04,1.18,0.1,,,,,,0.78,3,2,3,2,2,,1,478694,6772,425204,3945663,359,7980,5133,674,,813,632,183,,3223,4845935,1949640,1610283,2021-12-07,https://covidactnow.org/us/kansas-ks,0.669,0.553,13,3780592,3
21,US,KY,,state,,iso1:us#iso2:us-ky,,4467673,0.105,other,52.2,0.11,1.18,0.1,,,,,,0.89,3,2,3,1,2,,3,804068,11381,773415,6295098,1240,10749,8694,1102,,1428,1273,278,,4948,7118965,2719483,2358286,2021-12-07,https://covidactnow.org/us/kentucky-ky,0.609,0.528,171,5548984,3
22,US,LA,,state,,iso1:us#iso2:us-la,,4648794,0.023,other,10.2,0.34,1.07,0.1,,,,,,0.76,2,0,2,1,1,,1,773621,14837,710360,8209187,800,12800,8960,192,,1470,1115,70,,832,6695020,2604836,2287801,2021-12-07,https://covidactnow.org/us/louisiana-la,0.56,0.492,11,5318977,2
25,US,MA,,state,,iso1:us#iso2:us-ma,,6892503,0.047,other,66.3,0.1,1.2,0.1,,,,,,0.83,3,1,3,2,2,,2,947463,19516,1017070,32123837,2350,16339,13292,964,,1279,1059,222,,11619,13522470,5988722,4976114,2021-12-07,https://covidactnow.org/us/massachusetts-ma,0.869,0.722,27,11926838,3
24,US,MD,,state,,iso1:us#iso2:us-md,,6045680,0.063,other,22.2,0.21,1.18,0.1,,,,,,0.74,2,1,2,1,2,,1,592912,11255,1234432,14885001,1400,10372,8619,984,,1300,963,167,,1866,12344110,4695746,4138164,2021-12-07,https://covidactnow.org/us/maryland-md,0.777,0.684,0,9685901,3
23,US,ME,,state,,iso1:us#iso2:us-me,,1344212,0.106,other,49.2,0.03,1.04,0.1,,,,,,0.79,3,2,3,2,1,,1,123118,1336,109322,3009356,86,3048,2188,350,,345,272,117,,876,2700850,1112661,980062,2021-12-07,https://covidactnow.org/us/maine-me,0.828,0.729,0,2282249,3
26,US,MI,,state,,iso1:us#iso2:us-mi,,9986857,0.187,other,85.8,0.02,1.04,0.1,,,,,,0.86,5,2,5,2,1,,3,1532247,26207,1629919,17896547,1000,21823,18163,4481,,2575,2221,983,,17780,16759460,6173400,5517866,2021-12-07,https://covidactnow.org/us/michigan-mi,0.618,0.553,130,13075257,3
27,US,MN,,state,,iso1:us#iso2:us-mn,,5639632,0.143,other,84.3,0.04,0.99,0.1,,,,,,0.86,5,2,5,2,1,,3,933149,9778,1338630,16625561,1028,10097,8320,1720,,975,841,350,,6094,10039850,3928500,3576681,2021-12-07,https://covidactnow.org/us/minnesota-mn,0.697,0.634,38,8503198,3
29,US,MO,,state,,iso1:us#iso2:us-mo,,6137428,0.119,other,45.4,0.01,1.22,0.1,,,,,,0.85,3,2,3,2,2,,2,939069,15573,978748,8299601,94,15107,12517,1662,,1817,1539,399,,3630,9396215,3715668,3170120,2021-12-07,https://covidactnow.org/us/missouri-mo,0.605,0.517,2,7619689,3
69,US,MP,,state,,iso1:us#iso2:us-mp,,53605,,other,136.7,,1.44,0.21,,,,,,,5,4,5,4,3,,4,1182,3,564,54971,10,,,,,,,,,78,103050,40847,36984,2021-12-07,https://covidactnow.org/us/northern_mariana_islands-mp,0.762,0.69,0,85048,3
28,US,MS,,state,,iso1:us#iso2:us-ms,,2976149,0.072,other,13.7,0.1,1.08,0.1,,,,,,0.75,2,1,2,2,1,,1,516486,10299,246052,1797505,200,7174,4458,192,,673,507,51,,982,4474265,1610117,1402384,2021-12-07,https://covidactnow.org/us/mississippi-ms,0.541,0.471,3,3217894,2
30,US,MT,,state,,iso1:us#iso2:us-mt,,1068778,0.086,other,29.0,0.13,0.81,0.1,,,,,,0.73,3,1,3,1,0,,1,192800,2770,207249,1512591,200,2762,1810,200,,235,171,61,,354,1665325,644589,558421,2021-12-07,https://covidactnow.org/us/montana-mt,0.603,0.522,30,1347419,3
37,US,NC,,state,,iso1:us#iso2:us-nc,,10488084,0.078,other,25.9,0.09,1.18,0.1,,,,,,0.84,3,1,3,2,2,,2,1548805,18870,1520297,16097549,1215,21803,17556,1365,,2263,1903,358,,8514,17893360,7497015,5741447,2021-12-07,https://covidactnow.org/us/north_carolina-nc,0.715,0.547,35,13826565,3
38,US,ND,,state,,iso1:us#iso2:us-nd,,762062,0.106,other,63.0,0.21,0.96,0.1,,,,,,0.74,3,2,3,1,1,,1,164850,1954,131581,1890445,500,2105,1623,257,,205,151,70,,110,1164030,446079,375084,2021-12-07,https://covidactnow.org/us/north_dakota-nd,0.585,0.492,1,914573,3
31,US,NE,,state,,iso1:us#iso2:us-ne,,1934408,0.167,other,56.3,0.18,1.1,0.1,,,,,,0.9,3,2,3,1,1,,3,316013,2835,308470,2166423,1000,4082,3212,605,,488,437,182,,2078,3195650,1248616,1120159,2021-12-07,https://covidactnow.org/us/nebraska-ne,0.645,0.579,9,2644666,3
33,US,NH,,state,,iso1:us#iso2:us-nh,,1359711,0.115,other,93.8,0.02,1.14,0.1,,,,,,0.87,5,2,5,2,2,,3,169219,1744,140519,2862373,140,2802,2212,440,,222,193,93,,3645,,,,2021-12-07,https://covidactnow.org/us/new_hampshire-nh,,,5,,3
34,US,NJ,,state,,iso1:us#iso2:us-nj,,8882190,0.071,other,42.2,0.16,1.21,0.1,,,,,,0.46,3,1,3,1,2,,0,1275717,28465,1270354,18989705,3000,21675,14928,1278,,2918,1349,218,,2989,17272705,7115856,6088724,2021-12-07,https://covidactnow.org/us/new_jersey-nj,0.801,0.685,8,13829601,3
35,US,NM,,state,,iso1:us#iso2:us-nm,,2096829,0.158,other,76.1,0.05,1.07,0.1,,,,,,0.88,5,2,5,2,1,,3,324311,5421,555602,3819695,375,4244,3298,732,,468,412,201,,3791,3654855,1628368,1347715,2021-12-07,https://covidactnow.org/us/new_mexico-nm,0.777,0.643,12,3206399,3
32,US,NV,,state,,iso1:us#iso2:us-nv,,3080156,0.096,other,23.2,0.17,1.05,0.1,,,,,,0.8,2,1,2,1,1,,1,474754,8110,600159,4163719,600,8141,6530,655,,814,655,154,,1604,4800170,2066274,1694473,2021-12-07,https://covidactnow.org/us/nevada-nv,0.671,0.55,40,4043027,3
36,US,NY,,state,,iso1:us#iso2:us-ny,,19453561,0.055,other,48.1,0.21,1.13,0.1,,,,,,0.72,3,1,3,1,2,,1,2787506,57332,3037070,63450006,9620,42958,34754,3384,,4791,3439,580,,11529,36218565,15443052,13452409,2021-12-07,https://covidactnow.org/us/new_york-ny,0.794,0.692,59,30686689,3
39,US,OH,,state,,iso1:us#iso2:us-oh,,11689100,0.141,other,64.1,0.04,1.12,0.1,,,,,,0.8,3,2,3,2,2,,1,1735925,26851,1472793,16381008,1659,27906,21996,4428,,3864,3105,1020,,4922,18498615,6890645,6274734,2021-12-07,https://covidactnow.org/us/ohio-oh,0.589,0.537,0,14783790,3
40,US,OK,,state,,iso1:us#iso2:us-ok,,3956971,0.111,other,31.5,0.11,1.22,0.1,,,,,,0.84,3,2,3,1,2,,2,674758,11269,631096,2635595,700,7683,5603,583,,803,675,161,,4338,6048270,2517467,2060953,2021-12-07,https://covidactnow.org/us/oklahoma-ok,0.636,0.521,0,4989942,3
41,US,OR,,state,,iso1:us#iso2:us-or,,4217737,0.053,other,21.8,0.14,1.07,0.1,,,,,,0.78,2,1,2,1,1,,1,396501,5268,349549,5421443,656,6950,5478,509,,788,614,99,,1932,8072925,3040123,2731359,2021-12-07,https://covidactnow.org/us/oregon-or,0.721,0.648,25,6354973,3
42,US,PA,,state,,iso1:us#iso2:us-pa,,12801989,0.147,other,58.0,0.04,1.08,0.1,,,,,,0.85,3,2,3,2,1,,2,1783118,33962,1742768,19299921,1508,27721,23389,4311,,3343,2846,857,,3967,24070415,10595280,7587662,2021-12-07,https://covidactnow.org/us/pennsylvania-pa,0.828,0.593,60,18752532,3
72,US,PR,,state,,iso1:us#iso2:us-pr,,3193694,0.023,other,4.0,,1.02,0.14,,,,,,0.67,1,0,1,4,1,,0,222506,3273,121614,1747529,10,9312,5732,44,,668,447,2,,72,6054590,2739497,2383946,2021-12-07,https://covidactnow.org/us/puerto_rico-pr,0.858,0.746,0,5515579,1
44,US,RI,,state,,iso1:us#iso2:us-ri,,1059361,0.055,other,80.6,0.05,1.27,0.1,,,,,,0.92,5,1,5,2,2,,3,196949,2948,237130,5271208,200,2325,2053,164,,127,117,18,,2091,2075095,892690,780269,2021-12-07,https://covidactnow.org/us/rhode_island-ri,0.843,0.737,7,1792390,3
45,US,SC,,state,,iso1:us#iso2:us-sc,,5148714,0.055,other,19.8,0.15,1.17,0.1,,,,,,0.78,2,1,2,1,2,,1,924957,14314,961365,9000931,775,10460,8188,419,,1274,989,125,,3235,8424735,3137313,2672872,2021-12-07,https://covidactnow.org/us/south_carolina-sc,0.609,0.519,42,6335828,3
46,US,SD,,state,,iso1:us#iso2:us-sd,,884659,0.161,other,62.9,0.13,1.06,0.1,,,,,,0.64,3,2,3,1,1,,0,168763,2371,114516,791445,350,2561,1553,247,,252,161,70,,492,1523115,600873,488426,2021-12-07,https://covidactnow.org/us/south_dakota-sd,0.679,0.552,14,1175872,3
47,US,TN,,state,,iso1:us#iso2:us-tn,,6829174,0.084,other,27.0,0.13,1.15,0.1,,,,,,0.7,3,1,3,1,2,,0,1297545,17341,1087492,8180482,1226,18234,12886,973,,2394,1673,256,,4119,10344940,3906843,3403034,2021-12-07,https://covidactnow.org/us/tennessee-tn,0.572,0.498,87,8301992,3
48,US,TX,,state,,iso1:us#iso2:us-tx,,28995881,0.066,other,12.7,0.2,1.05,0.1,,,,,,0.9,2,1,2,1,1,,3,4308092,74532,4562974,34657142,3722,59353,45315,3531,,6249,5630,937,,3985,49437205,18755269,16036993,2021-12-07,https://covidactnow.org/us/texas-tx,0.647,0.553,20,38018591,2
49,US,UT,,state,,iso1:us#iso2:us-ut,,3205958,0.109,other,48.2,,0.99,0.1,,,,,,,3,2,3,4,1,,4,605544,3595,676351,5148452,1200,5571,3378,538,,616,421,188,,3458,5062460,2086182,1790999,2021-12-07,https://covidactnow.org/us/utah-ut,0.651,0.559,31,4146853,3
51,US,VA,,state,,iso1:us#iso2:us-va,,8535519,0.075,other,26.5,0.14,1.14,0.1,,,,,,0.73,3,1,3,1,2,,1,983055,14771,1236855,10395488,1547,17189,12769,1131,,1914,1403,249,,6456,15822135,6521484,5628475,2021-12-07,https://covidactnow.org/us/virginia-va,0.764,0.659,18,13441242,3
50,US,VT,,state,,iso1:us#iso2:us-vt,,623989,0.046,other,76.2,0.02,1.15,0.1,,,,,,0.85,5,1,5,2,2,,2,53131,417,70593,2690500,53,1238,904,85,,94,80,22,,242,1321910,539539,461654,2021-12-07,https://covidactnow.org/us/vermont-vt,0.865,0.74,0,1154298,3
53,US,WA,,state,,iso1:us#iso2:us-wa,,7614893,0.078,other,21.0,0.26,1.04,0.1,,,,,,0.84,2,1,2,1,1,,2,786830,9496,613203,9051692,2122,11359,9646,983,,1219,1024,201,,3170,14221055,5586636,4987542,2021-12-07,https://covidactnow.org/us/washington-wa,0.734,0.655,30,11555341,3
55,US,WI,,state,,iso1:us#iso2:us-wi,,5822434,0.137,other,71.9,0.03,1.09,0.1,,,,,,0.7,3,2,3,2,1,,0,997112,10134,1044854,12102736,600,12328,8939,1651,,1559,1094,435,,5196,9379555,3867149,3506762,2021-12-07,https://covidactnow.org/us/wisconsin-wi,0.664,0.602,0,8417573,3
54,US,WV,,state,,iso1:us#iso2:us-wv,,1792147,0.125,other,58.5,0.05,1.13,0.1,,,,,,0.83,3,2,3,2,2,,2,301349,4990,332519,3734396,248,5803,4733,610,,656,543,201,,689,3394645,966553,744614,2021-12-07,https://covidactnow.org/us/west_virginia-wv,0.539,0.415,28,1691322,3
56,US,WY,,state,,iso1:us#iso2:us-wy,,578759,0.065,other,33.9,0.05,0.93,0.12,,,,,,0.5,3,1,3,2,1,,0,112199,1428,86399,1084693,50,1603,769,118,,139,70,29,,387,820505,313534,266071,2021-12-07,https://covidactnow.org/us/wyoming-wy,0.542,0.46,0,644324,3
